ProjectName Status Code SCM HTTPURL RepoURL
dakota active Yes SVN https://svn.code.sf.net/p/dakota/code/trunk svn://svn.code.sf.net/p/dakota/code/trunk
darq active Yes SVN https://svn.code.sf.net/p/darq/code/ svn://svn.code.sf.net/p/darq/code/
dart active No
darwinop active Yes SVN https://svn.code.sf.net/p/darwinop/code/trunk svn://svn.code.sf.net/p/darwinop/code/trunk
databionic-esom active No
dataquality active Yes Git https://git.code.sf.net/p/dataquality/code git://git.code.sf.net/p/dataquality/code
datascript active No
daurolab active Yes SVN https://svn.code.sf.net/p/daurolab/code/ svn://svn.code.sf.net/p/daurolab/code/
dav active No
davl active No
dawgpaws active Yes SVN https://svn.code.sf.net/p/dawgpaws/code/trunk svn://svn.code.sf.net/p/dawgpaws/code/trunk
db4o active No
dbmonster active Yes Git https://git.code.sf.net/p/dbmonster/code git://git.code.sf.net/p/dbmonster/code
dbpedia-spotlight active No
dbtesma active Yes SVN https://svn.code.sf.net/p/dbtesma/code/ svn://svn.code.sf.net/p/dbtesma/code/
dbunit active Yes Git https://git.code.sf.net/p/dbunit/code.git git://git.code.sf.net/p/dbunit/code.git
dbunit active Yes Git https://git.code.sf.net/p/dbunit/dbunit-maven-plugin git://git.code.sf.net/p/dbunit/dbunit-maven-plugin
dbunit active Yes Git https://git.code.sf.net/p/dbunit/dbunit-aggregator git://git.code.sf.net/p/dbunit/dbunit-aggregator
dcfldd active Yes SVN https://svn.code.sf.net/p/dcfldd/code/trunk svn://svn.code.sf.net/p/dcfldd/code/trunk
dcplusplus active Yes Mercurial None http://hg.code.sf.net/p/dcplusplus/code
dct active Yes Git https://git.code.sf.net/p/dct/code-git git://git.code.sf.net/p/dct/code-git
ddebiftool active Yes SVN https://svn.code.sf.net/p/ddebiftool/code/ svn://svn.code.sf.net/p/ddebiftool/code/
ddebiftool active Yes Git https://git.code.sf.net/p/ddebiftool/git git://git.code.sf.net/p/ddebiftool/git
ddec active No
ddmore moved Yes Git https://git.code.sf.net/p/ddmore/TEL.R git://git.code.sf.net/p/ddmore/TEL.R
ddmore moved Yes Git https://git.code.sf.net/p/ddmore/use.cases git://git.code.sf.net/p/ddmore/use.cases
ddmore moved Yes Git https://git.code.sf.net/p/ddmore/sbmlconverter git://git.code.sf.net/p/ddmore/sbmlconverter
ddmore moved Yes Git https://git.code.sf.net/p/ddmore/nt2mdl git://git.code.sf.net/p/ddmore/nt2mdl
ddmore moved Yes Git https://git.code.sf.net/p/ddmore/mdlEditorPlugin git://git.code.sf.net/p/ddmore/mdlEditorPlugin
ddmore moved Yes Git https://git.code.sf.net/p/ddmore/mdlDefnLibPlugin git://git.code.sf.net/p/ddmore/mdlDefnLibPlugin
ddmore moved Yes Git https://git.code.sf.net/p/ddmore/thoughtflow-store-server git://git.code.sf.net/p/ddmore/thoughtflow-store-server
ddmore moved Yes Git https://git.code.sf.net/p/ddmore/PopED.R git://git.code.sf.net/p/ddmore/PopED.R
ddmore moved Yes Git https://git.code.sf.net/p/ddmore/prov-infrastructure git://git.code.sf.net/p/ddmore/prov-infrastructure
debay active No
deconseq active No
decreasoner active No
dedexer active No
deductions active Yes SVN https://svn.code.sf.net/p/deductions/code/ svn://svn.code.sf.net/p/deductions/code/
deepscaletool active No
deet active Yes Git https://git.code.sf.net/p/deet/code git://git.code.sf.net/p/deet/code
deltacom active No
demazure active Yes SVN https://svn.code.sf.net/p/demazure/code/trunk svn://svn.code.sf.net/p/demazure/code/trunk
denogap active No
dependometer moved No
depfind active Yes Git https://git.code.sf.net/p/depfind/code git://git.code.sf.net/p/depfind/code
des active No
desmoj active Yes SVN https://svn.code.sf.net/p/desmoj/code/ svn://svn.code.sf.net/p/desmoj/code/
desr active Yes SVN https://svn.code.sf.net/p/desr/code/trunk svn://svn.code.sf.net/p/desr/code/trunk
detool active No
dex2jar active Yes Mercurial None http://hg.code.sf.net/p/dex2jar/code
dexter active Yes Git https://git.code.sf.net/p/dexter/code.git git://git.code.sf.net/p/dexter/code.git
dfmi active Yes SVN https://svn.code.sf.net/p/dfmi/code/ svn://svn.code.sf.net/p/dfmi/code/
dftt active No
dgmaster active No
dia2code active Yes Git https://git.code.sf.net/p/dia2code/git git://git.code.sf.net/p/dia2code/git
diamond-adf active Yes Git https://git.code.sf.net/p/diamond-adf/code git://git.code.sf.net/p/diamond-adf/code
diamond-adf active Yes Git https://git.code.sf.net/p/diamond-adf/adfgen git://git.code.sf.net/p/diamond-adf/adfgen
diamond-adf active Yes Git https://git.code.sf.net/p/diamond-adf/grappa git://git.code.sf.net/p/diamond-adf/grappa
dical active No
diffserv active No
difrate active No
dig active No
digi-tizer rotten No
digigrain active No
digitizer active Yes Git https://git.code.sf.net/p/digitizer/code git://git.code.sf.net/p/digitizer/code
diit active No
dimerremover active Yes Mercurial None http://hg.code.sf.net/p/dimerremover/code
dinapter active No
dinapterthem rotten No
discretisation active No
discus active No
diseaseontology moved Yes SVN https://svn.code.sf.net/p/diseaseontology/code/trunk svn://svn.code.sf.net/p/diseaseontology/code/trunk
dispy active Yes SVN https://svn.code.sf.net/p/dispy/code/trunk svn://svn.code.sf.net/p/dispy/code/trunk
dissect-trans active No
distantspeechrecognition active Yes SVN https://svn.code.sf.net/p/distantspeechrecognition/code/ svn://svn.code.sf.net/p/distantspeechrecognition/code/
distexplorer active No
distilled-sequenci rotten No
distilled-sequencing active No
distlink active No
ditaa active Yes SVN https://svn.code.sf.net/p/ditaa/svn/trunk svn://svn.code.sf.net/p/ditaa/svn/trunk
diverse active Yes SVN https://svn.code.sf.net/p/diverse/code/trunk svn://svn.code.sf.net/p/diverse/code/trunk
diyg active Yes SVN https://svn.code.sf.net/p/diyg/code/ svn://svn.code.sf.net/p/diyg/code/
djproject active No
dlog-reasoner active No
dlvhex-semweb active Yes SVN https://svn.code.sf.net/p/dlvhex-semweb/code/ svn://svn.code.sf.net/p/dlvhex-semweb/code/
dmcrop active No
dmeas active No
dmtcp active Yes SVN https://svn.code.sf.net/p/dmtcp/code/trunk svn://svn.code.sf.net/p/dmtcp/code/trunk
dmx rotten No
dnaa moved Yes Git https://git.code.sf.net/p/dnaa/1ksim git://git.code.sf.net/p/dnaa/1ksim
dnaa moved Yes Git https://git.code.sf.net/p/dnaa/dnaa git://git.code.sf.net/p/dnaa/dnaa
dnaa moved Yes Git https://git.code.sf.net/p/dnaa/dwgsim git://git.code.sf.net/p/dnaa/dwgsim
dnaasm active Yes Mercurial None http://hg.code.sf.net/p/dnaasm/code
dnabarcode active Yes Git https://git.code.sf.net/p/dnabarcode/code git://git.code.sf.net/p/dnabarcode/code
dnaclust active Yes SVN https://svn.code.sf.net/p/dnaclust/code/trunk svn://svn.code.sf.net/p/dnaclust/code/trunk
dnase2hotspots active No
docbook moved Yes SVN https://svn.code.sf.net/p/docbook/code/trunk svn://svn.code.sf.net/p/docbook/code/trunk
docbook2x active No
docdb-v active Yes Git https://git.code.sf.net/p/docdb-v/git git://git.code.sf.net/p/docdb-v/git
docfetcher active Yes Git https://git.code.sf.net/p/docfetcher/code git://git.code.sf.net/p/docfetcher/code
docfetcher active Yes SVN https://svn.code.sf.net/p/docfetcher/svn/trunk svn://svn.code.sf.net/p/docfetcher/svn/trunk
dockomatic active No
docpp active No
docutils active Yes SVN https://svn.code.sf.net/p/docutils/code/trunk svn://svn.code.sf.net/p/docutils/code/trunk
dogma active Yes SVN https://svn.code.sf.net/p/dogma/code/ svn://svn.code.sf.net/p/dogma/code/
domination active Yes SVN https://svn.code.sf.net/p/domination/code/Domination svn://svn.code.sf.net/p/domination/code/Domination
dorgem active No
dotnethook active No
doublesvsoop active Yes SVN https://svn.code.sf.net/p/doublesvsoop/code/ svn://svn.code.sf.net/p/doublesvsoop/code/
downloads rotten No
dpac-seq active No
dpn active Yes SVN https://svn.code.sf.net/p/dpn/code/ svn://svn.code.sf.net/p/dpn/code/
dpt active No
dqrobotics moved Yes SVN https://svn.code.sf.net/p/dqrobotics/code/trunk svn://svn.code.sf.net/p/dqrobotics/code/trunk
drgarbagetools active Yes SVN https://svn.code.sf.net/p/drgarbagetools/code/trunk svn://svn.code.sf.net/p/drgarbagetools/code/trunk
drm active Yes SVN https://svn.code.sf.net/p/drm/code/ svn://svn.code.sf.net/p/drm/code/
droid moved No
dsacss active No
dspsr active Yes Git https://git.code.sf.net/p/dspsr/web git://git.code.sf.net/p/dspsr/web
dspsr active Yes Git https://git.code.sf.net/p/dspsr/code git://git.code.sf.net/p/dspsr/code
dssimpc active Yes SVN https://svn.code.sf.net/p/dssimpc/code/ svn://svn.code.sf.net/p/dssimpc/code/
dtailor active Yes Git https://git.code.sf.net/p/dtailor/code git://git.code.sf.net/p/dtailor/code
dtailor active Yes Git https://git.code.sf.net/p/dtailor/code-git git://git.code.sf.net/p/dtailor/code-git
dtemplatelib active No
dti-tk active No
duk active No
duma moved Yes Git https://git.code.sf.net/p/duma/sources git://git.code.sf.net/p/duma/sources
dupman active No
dvd active No
dwsolver active Yes Git https://git.code.sf.net/p/dwsolver/code git://git.code.sf.net/p/dwsolver/code
dwsolver active Yes Git https://git.code.sf.net/p/dwsolver/dwsolver_working_branch git://git.code.sf.net/p/dwsolver/dwsolver_working_branch
dylan active Yes SVN https://svn.code.sf.net/p/dylan/code/ svn://svn.code.sf.net/p/dylan/code/
dymmm active No
dymoum active No
dynamic-switch active No
dynamics active No
e-vision active No
e1000 active No
e2fsprogs active Yes SVN https://svn.code.sf.net/p/e2fsprogs/svn/ svn://svn.code.sf.net/p/e2fsprogs/svn/
e2fsprogs active Yes Git https://git.code.sf.net/p/e2fsprogs/code git://git.code.sf.net/p/e2fsprogs/code
earch rotten No
easc-corpus active No
easy-dhpsf active Yes Mercurial None http://hg.code.sf.net/p/easy-dhpsf/code
easy-pupil-finder active No
easyfig active Yes Mercurial None http://hg.code.sf.net/p/easyfig/code
ebardenovo active No
eblearn active Yes SVN https://svn.code.sf.net/p/eblearn/code/trunk svn://svn.code.sf.net/p/eblearn/code/trunk
ebmsumcorpus active Yes Mercurial None http://hg.code.sf.net/p/ebmsumcorpus/code
ebon active No
ebvariant active No
ecdlpbluespec active No
ecganalysis active No
eclipse-imp active No
eclipsefp active No
eclipsemetrics rotten No
eclipsetutorial active No
ecls active No
ecmojo active Yes SVN https://svn.code.sf.net/p/ecmojo/code/trunk svn://svn.code.sf.net/p/ecmojo/code/trunk
ecoclib active Yes SVN https://svn.code.sf.net/p/ecoclib/code/ svn://svn.code.sf.net/p/ecoclib/code/
ecolab active No
ecryptfs moved No
edamontology rotten No
edk2 active Yes SVN https://svn.code.sf.net/p/edk2/code/trunk svn://svn.code.sf.net/p/edk2/code/trunk
edmonds-alg moved Yes SVN https://svn.code.sf.net/p/edmonds-alg/code/trunk svn://svn.code.sf.net/p/edmonds-alg/code/trunk
educationallcs active No
eeg active No
efsl active No
ehealthmonitoringp rotten No
ehealthmonitoringproject active No
ehep active Yes Git https://git.code.sf.net/p/ehep/git-code git://git.code.sf.net/p/ehep/git-code
ehopasa active No
eidors3d active Yes SVN https://svn.code.sf.net/p/eidors3d/code/trunk svn://svn.code.sf.net/p/eidors3d/code/trunk
eightsoundsusb active No
einit active No
einspline active Yes SVN https://svn.code.sf.net/p/einspline/code/ svn://svn.code.sf.net/p/einspline/code/
elastic-curvilinear active Yes Mercurial None http://hg.code.sf.net/p/elastic-curvilinear/code
electricdss active Yes SVN https://svn.code.sf.net/p/electricdss/code/trunk svn://svn.code.sf.net/p/electricdss/code/trunk
elfio active Yes Git https://git.code.sf.net/p/elfio/code git://git.code.sf.net/p/elfio/code
elisa active No
elk active No
elmag active No
elocengine active No
emap-toolbox active No
emboss active No
embunit active No
emma active No
emsim active No
emule active Yes Mercurial None http://hg.code.sf.net/p/emule/code
emunity active Yes Git https://git.code.sf.net/p/emunity/code git://git.code.sf.net/p/emunity/code
enbid active No
enblend active Yes Mercurial None http://hg.code.sf.net/p/enblend/code
enblend active Yes Mercurial None http://hg.code.sf.net/p/enblend/enblend-web
encfs active No
endeavour-mgmt active Yes SVN https://svn.code.sf.net/p/endeavour-mgmt/code/ svn://svn.code.sf.net/p/endeavour-mgmt/code/
entopt active Yes Git https://git.code.sf.net/p/entopt/code git://git.code.sf.net/p/entopt/code
eodev moved Yes Git https://git.code.sf.net/p/eodev/code git://git.code.sf.net/p/eodev/code
epichip active Yes SVN https://svn.code.sf.net/p/epichip/code/trunk svn://svn.code.sf.net/p/epichip/code/trunk
epics-pvdata moved No
epidaurus active No
epidoc active Yes SVN https://svn.code.sf.net/p/epidoc/code/trunk svn://svn.code.sf.net/p/epidoc/code/trunk
epiminer active No
eps2pgf rotten No
epydoc active Yes SVN https://svn.code.sf.net/p/epydoc/code/trunk svn://svn.code.sf.net/p/epydoc/code/trunk
eqsp active No
er rotten No
erframework active No
ergatis moved Yes SVN https://svn.code.sf.net/p/ergatis/code/trunk svn://svn.code.sf.net/p/ergatis/code/trunk
ericscript active No
erlaop active Yes SVN https://svn.code.sf.net/p/erlaop/code/trunk svn://svn.code.sf.net/p/erlaop/code/trunk
erlide moved No
ermod active Yes Mercurial None http://hg.code.sf.net/p/ermod/code
erne active Yes SVN https://svn.code.sf.net/p/erne/code/ svn://svn.code.sf.net/p/erne/code/
erppcatoolkit active No
espeak moved Yes SVN https://svn.code.sf.net/p/espeak/code/trunk svn://svn.code.sf.net/p/espeak/code/trunk
estimateproject active No
estscan active Yes Git https://git.code.sf.net/p/estscan/code git://git.code.sf.net/p/estscan/code
eternityii active Yes SVN https://svn.code.sf.net/p/eternityii/code/ svn://svn.code.sf.net/p/eternityii/code/
etherape active Yes Mercurial None http://hg.code.sf.net/p/etherape/www
etherape active Yes Mercurial None http://hg.code.sf.net/p/etherape/etherape
etos active No
ettercap active Yes Git https://git.code.sf.net/p/ettercap/code git://git.code.sf.net/p/ettercap/code
eulersharp active Yes SVN https://svn.code.sf.net/p/eulersharp/code/trunk svn://svn.code.sf.net/p/eulersharp/code/trunk
europhenome active No
evenet active Yes SVN https://svn.code.sf.net/p/evenet/code/ svn://svn.code.sf.net/p/evenet/code/
eventb2sql active Yes Git https://git.code.sf.net/p/eventb2sql/code git://git.code.sf.net/p/eventb2sql/code
evesim active Yes SVN https://svn.code.sf.net/p/evesim/code/ svn://svn.code.sf.net/p/evesim/code/
evidencemodeler active Yes SVN https://svn.code.sf.net/p/evidencemodeler/code/ svn://svn.code.sf.net/p/evidencemodeler/code/
evidentialgene active Yes Git https://git.code.sf.net/p/evidentialgene/code git://git.code.sf.net/p/evidentialgene/code
evolute-csharp active No
eworld rotten No
exalt active No
excavator2tool active No
excavatortool active No
exchangeportal active Yes SVN https://svn.code.sf.net/p/exchangeportal/code/trunk svn://svn.code.sf.net/p/exchangeportal/code/trunk
exciting active No
exconimager active Yes SVN https://svn.code.sf.net/p/exconimager/code/ svn://svn.code.sf.net/p/exconimager/code/
exiftool active Yes Git https://git.code.sf.net/p/exiftool/code git://git.code.sf.net/p/exiftool/code
exist active No
exodusii rotten No
exp-engine active Yes SVN https://svn.code.sf.net/p/exp-engine/code/ svn://svn.code.sf.net/p/exp-engine/code/
exp-engine active Yes Git None None
exp-engine active Yes Git https://git.code.sf.net/p/exp-engine/expresso git://git.code.sf.net/p/exp-engine/expresso
exp-engine active Yes Git https://git.code.sf.net/p/exp-engine/syseng git://git.code.sf.net/p/exp-engine/syseng
exp-engine active Yes Git https://git.code.sf.net/p/exp-engine/testcases git://git.code.sf.net/p/exp-engine/testcases
exp-engine active Yes Git https://git.code.sf.net/p/exp-engine/engine git://git.code.sf.net/p/exp-engine/engine
exp-engine active Yes Git https://git.code.sf.net/p/exp-engine/website git://git.code.sf.net/p/exp-engine/website
exp-engine active Yes Git https://git.code.sf.net/p/exp-engine/tools git://git.code.sf.net/p/exp-engine/tools
expat moved Yes Git https://git.code.sf.net/p/expat/code_git git://git.code.sf.net/p/expat/code_git
experix active No
ezhid active Yes SVN https://svn.code.sf.net/p/ezhid/code/trunk svn://svn.code.sf.net/p/ezhid/code/trunk
f3dm active No
fa rotten No
fable active Yes SVN https://svn.code.sf.net/p/fable/code/trunk svn://svn.code.sf.net/p/fable/code/trunk
fable active Yes Git https://git.code.sf.net/p/fable/fabio-git git://git.code.sf.net/p/fable/fabio-git
facetracknoir active Yes Git https://git.code.sf.net/p/facetracknoir/codegit git://git.code.sf.net/p/facetracknoir/codegit
facile active No
facpl active No
fakedetector abandoned Yes SVN https://svn.code.sf.net/p/fakedetector/code/trunk svn://svn.code.sf.net/p/fakedetector/code/trunk
fakerootng active Yes SVN https://svn.code.sf.net/p/fakerootng/code/trunk svn://svn.code.sf.net/p/fakerootng/code/trunk
fakerootng active Yes Git https://git.code.sf.net/p/fakerootng/source git://git.code.sf.net/p/fakerootng/source
fancon active No
fann active No
farsa active Yes SVN https://svn.code.sf.net/p/farsa/code/ svn://svn.code.sf.net/p/farsa/code/
fascia-psu active Yes Git https://git.code.sf.net/p/fascia-psu/code git://git.code.sf.net/p/fascia-psu/code
fasp rotten No
fastg rotten No
fastgausslegendrequadrature active Yes SVN https://svn.code.sf.net/p/fastgausslegendrequadrature/code-0/ svn://svn.code.sf.net/p/fastgausslegendrequadrature/code-0/
fastneutrino active Yes Git https://git.code.sf.net/p/fastneutrino/code git://git.code.sf.net/p/fastneutrino/code
fastphototagger active No
fastqc rotten No
fastsemsim active Yes Git https://git.code.sf.net/p/fastsemsim/code git://git.code.sf.net/p/fastsemsim/code
fastuniq active No
faust2 active No
fcalgs active No
fcastone moved No
fcsalyzer active No
featurama active Yes SVN https://svn.code.sf.net/p/featurama/code/ svn://svn.code.sf.net/p/featurama/code/
febrl active No
femml active No
fermifab active No
fewbody active No
feyntoolfare active No
ffnet active Yes SVN https://svn.code.sf.net/p/ffnet/code/trunk svn://svn.code.sf.net/p/ffnet/code/trunk
ffp-phylogeny active No
ffpf active No
fftwpp active No
fgap active No
fgram active Yes SVN https://svn.code.sf.net/p/fgram/code/ svn://svn.code.sf.net/p/fgram/code/
figtree active No
filebench active No
filezilla active No
finautom active Yes SVN https://svn.code.sf.net/p/finautom/code/trunk svn://svn.code.sf.net/p/finautom/code/trunk
findaes active Yes Mercurial None http://hg.code.sf.net/p/findaes/code
findbugs active No
findcliques active No
finesplice active No
finitetransform active Yes Git https://git.code.sf.net/p/finitetransform/git git://git.code.sf.net/p/finitetransform/git
finitetransform active Yes SVN https://svn.code.sf.net/p/finitetransform/code/ svn://svn.code.sf.net/p/finitetransform/code/
finitevolumecode1d rotten No
finitevolumecode1dsaintvenant active No
fipa-os active No
firebird active Yes SVN https://svn.code.sf.net/p/firebird/code/trunk svn://svn.code.sf.net/p/firebird/code/trunk
fireworx active No
fish4knowledgesourcecode active Yes Git https://git.code.sf.net/p/fish4knowledgesourcecode/code git://git.code.sf.net/p/fish4knowledgesourcecode/code
fityk active No
fixedptc active Yes Mercurial None http://hg.code.sf.net/p/fixedptc/code
fjep active No
flac active No
flashmon active Yes SVN https://svn.code.sf.net/p/flashmon/code/trunk svn://svn.code.sf.net/p/flashmon/code/trunk
flashpage active Yes Git https://git.code.sf.net/p/flashpage/code git://git.code.sf.net/p/flashpage/code
flavia active No
flens active No
flesh active No
flex active No
flexbar active Yes SVN https://svn.code.sf.net/p/flexbar/code/trunk svn://svn.code.sf.net/p/flexbar/code/trunk
flexcloud active No
flexcpp active Yes Git https://git.code.sf.net/p/flexcpp/code git://git.code.sf.net/p/flexcpp/code
flexcrfs active No
flexdm moved No
flibs active Yes SVN https://svn.code.sf.net/p/flibs/svncode/ svn://svn.code.sf.net/p/flibs/svncode/
flickrj active No
floatingtexture active Yes SVN https://svn.code.sf.net/p/floatingtexture/code/ svn://svn.code.sf.net/p/floatingtexture/code/
flora active Yes SVN https://svn.code.sf.net/p/flora/rulelog/trunk svn://svn.code.sf.net/p/flora/rulelog/trunk
flora active Yes SVN https://svn.code.sf.net/p/flora/src/ svn://svn.code.sf.net/p/flora/src/
flossmole rotten No
flow-based-pgmg active Yes SVN https://svn.code.sf.net/p/flow-based-pgmg/code/ svn://svn.code.sf.net/p/flow-based-pgmg/code/
flowcyt active Yes SVN https://svn.code.sf.net/p/flowcyt/code/ svn://svn.code.sf.net/p/flowcyt/code/
flowdesigner active Yes SVN https://svn.code.sf.net/p/flowdesigner/code/trunk svn://svn.code.sf.net/p/flowdesigner/code/trunk
flymake active No
flynotyper active Yes Git https://git.code.sf.net/p/flynotyper/code git://git.code.sf.net/p/flynotyper/code
fmatoolbox active No
foam active No
foam-extend active Yes Git https://git.code.sf.net/p/foam-extend/foam-extend-3.0 git://git.code.sf.net/p/foam-extend/foam-extend-3.0
foam-extend active Yes Git https://git.code.sf.net/p/foam-extend/foam-extend-3.2 git://git.code.sf.net/p/foam-extend/foam-extend-3.2
foam-extend active Yes Git https://git.code.sf.net/p/foam-extend/foam-extend-4.0 git://git.code.sf.net/p/foam-extend/foam-extend-4.0
foam-extend active Yes Git https://git.code.sf.net/p/foam-extend/foam-extend-4.1 git://git.code.sf.net/p/foam-extend/foam-extend-4.1
foam-extend active Yes Git https://git.code.sf.net/p/foam-extend/foam-extend-5.0 git://git.code.sf.net/p/foam-extend/foam-extend-5.0
focicount active No
focicounter active No
focis active No
foom-d active Yes SVN https://svn.code.sf.net/p/foom-d/code/ svn://svn.code.sf.net/p/foom-d/code/
footballerml active No
forcesolve active Yes SVN https://svn.code.sf.net/p/forcesolve/code/trunk svn://svn.code.sf.net/p/forcesolve/code/trunk
foremost active Yes SVN https://svn.code.sf.net/p/foremost/code/trunk svn://svn.code.sf.net/p/foremost/code/trunk
formfunction active No
fortran-parser active Yes Git https://git.code.sf.net/p/fortran-parser/research git://git.code.sf.net/p/fortran-parser/research
fortran-parser active Yes Git https://git.code.sf.net/p/fortran-parser/archive git://git.code.sf.net/p/fortran-parser/archive
fortran-parser active Yes Git https://git.code.sf.net/p/fortran-parser/fortran-parser git://git.code.sf.net/p/fortran-parser/fortran-parser
fortranxunit active No
fortwrap active No
forwardsimulation active No
fosite moved Yes SVN https://svn.code.sf.net/p/fosite/code/trunk svn://svn.code.sf.net/p/fosite/code/trunk
fourier-ipal active No
fourier8ipal rotten No
fourmulti active Yes Git https://git.code.sf.net/p/fourmulti/code git://git.code.sf.net/p/fourmulti/code
foursig active Yes Git https://git.code.sf.net/p/foursig/code git://git.code.sf.net/p/foursig/code
fowl active No
fpdb active No
fpfpredict active No
fpgac active Yes SVN https://svn.code.sf.net/p/fpgac/code/trunk svn://svn.code.sf.net/p/fpgac/code/trunk
fpml-toolkit active Yes SVN https://svn.code.sf.net/p/fpml-toolkit/code/ svn://svn.code.sf.net/p/fpml-toolkit/code/
fpocket active Yes SVN https://svn.code.sf.net/p/fpocket/code/ svn://svn.code.sf.net/p/fpocket/code/
fqzcomp active Yes SVN https://svn.code.sf.net/p/fqzcomp/code/trunk svn://svn.code.sf.net/p/fqzcomp/code/trunk
fragscaff active No
frame3dd active Yes SVN https://svn.code.sf.net/p/frame3dd/code/trunk svn://svn.code.sf.net/p/frame3dd/code/trunk
fredec active No
free-cad active Yes Git https://git.code.sf.net/p/free-cad/code git://git.code.sf.net/p/free-cad/code
freecol active Yes SVN https://svn.code.sf.net/p/freecol/code/ svn://svn.code.sf.net/p/freecol/code/
freecol active Yes Git https://git.code.sf.net/p/freecol/git git://git.code.sf.net/p/freecol/git
freecol active Yes SVN https://svn.code.sf.net/p/freecol/resources-3d/ svn://svn.code.sf.net/p/freecol/resources-3d/
freecs active No
freeelks active Yes SVN https://svn.code.sf.net/p/freeelks/code/trunk svn://svn.code.sf.net/p/freeelks/code/trunk
freeeos active Yes SVN https://svn.code.sf.net/p/freeeos/code/trunk svn://svn.code.sf.net/p/freeeos/code/trunk
freeeos active Yes Git https://git.code.sf.net/p/freeeos/freeeos git://git.code.sf.net/p/freeeos/freeeos
freeglut active Yes SVN https://svn.code.sf.net/p/freeglut/code/trunk svn://svn.code.sf.net/p/freeglut/code/trunk
freeimage active Yes SVN https://svn.code.sf.net/p/freeimage/svn/ svn://svn.code.sf.net/p/freeimage/svn/
freemarker active Yes SVN https://svn.code.sf.net/p/freemarker/code/trunk svn://svn.code.sf.net/p/freemarker/code/trunk
freemat active Yes SVN https://svn.code.sf.net/p/freemat/code/trunk svn://svn.code.sf.net/p/freemat/code/trunk
freemind active Yes Git https://git.code.sf.net/p/freemind/code git://git.code.sf.net/p/freemind/code
freenet moved No
freespeech abandoned Yes SVN https://svn.code.sf.net/p/freespeech/code/trunk svn://svn.code.sf.net/p/freespeech/code/trunk
freesteam active Yes SVN https://svn.code.sf.net/p/freesteam/code/trunk svn://svn.code.sf.net/p/freesteam/code/trunk
freewrl active Yes Git https://git.code.sf.net/p/freewrl/git git://git.code.sf.net/p/freewrl/git
freshmeat rotten No
frettranslator active No
fricas active Yes SVN https://svn.code.sf.net/p/fricas/code/trunk svn://svn.code.sf.net/p/fricas/code/trunk
frida active No
frodo2 active Yes SVN https://svn.code.sf.net/p/frodo2/code/trunk svn://svn.code.sf.net/p/frodo2/code/trunk
froi active No
frontend4mysql active No
fropho active Yes SVN https://svn.code.sf.net/p/fropho/code/trunk svn://svn.code.sf.net/p/fropho/code/trunk
frotz moved No
frowns active No
fruits active No
fsa active No
fsmark active No
ftcl active Yes SVN https://svn.code.sf.net/p/ftcl/svncode/ svn://svn.code.sf.net/p/ftcl/svncode/
ftnw active No
fuego active Yes SVN https://svn.code.sf.net/p/fuego/code/trunk svn://svn.code.sf.net/p/fuego/code/trunk
full rotten No
fullfieldmodulation active Yes Git https://git.code.sf.net/p/fullfieldmodulation/code git://git.code.sf.net/p/fullfieldmodulation/code
functionalj active Yes SVN https://svn.code.sf.net/p/functionalj/code/ svn://svn.code.sf.net/p/functionalj/code/
funk-fit active No
funkos active Yes SVN https://svn.code.sf.net/p/funkos/code/trunk svn://svn.code.sf.net/p/funkos/code/trunk
funmodnetwork active No
fuse moved No
fuse-emulator active Yes SVN https://svn.code.sf.net/p/fuse-emulator/code/trunk svn://svn.code.sf.net/p/fuse-emulator/code/trunk
fuse-emulator active Yes Git https://git.code.sf.net/p/fuse-emulator/fuse git://git.code.sf.net/p/fuse-emulator/fuse
fuse-emulator active Yes Git https://git.code.sf.net/p/fuse-emulator/website git://git.code.sf.net/p/fuse-emulator/website
fuse-emulator active Yes Git https://git.code.sf.net/p/fuse-emulator/libspectrum git://git.code.sf.net/p/fuse-emulator/libspectrum
fuse-emulator active Yes Git https://git.code.sf.net/p/fuse-emulator/fuse-utils git://git.code.sf.net/p/fuse-emulator/fuse-utils
fuse-emulator active Yes Git https://git.code.sf.net/p/fuse-emulator/fuse-automation git://git.code.sf.net/p/fuse-emulator/fuse-automation
g2 rotten No
g4ltl active No
gabedit active Yes SVN https://svn.code.sf.net/p/gabedit/code/ svn://svn.code.sf.net/p/gabedit/code/
gaim rotten No
gait-cad active No
galaxia active No
galliwasp active No
galplot active No
galprop active No
galpropskymapco active No
galpropsynchrotron active No
gambas active Yes SVN https://svn.code.sf.net/p/gambas/code/ svn://svn.code.sf.net/p/gambas/code/
gambit active No
game-of-sprouts active No
gammalib rotten No
gampmatlab active Yes SVN https://svn.code.sf.net/p/gampmatlab/code/trunk svn://svn.code.sf.net/p/gampmatlab/code/trunk
ganglia active Yes SVN https://svn.code.sf.net/p/ganglia/code/trunk svn://svn.code.sf.net/p/ganglia/code/trunk
gaol active Yes SVN https://svn.code.sf.net/p/gaol/code/trunk svn://svn.code.sf.net/p/gaol/code/trunk
gasic active Yes SVN https://svn.code.sf.net/p/gasic/code/trunk svn://svn.code.sf.net/p/gasic/code/trunk
gasta active No
gastros active No
gata active No
gate active Yes SVN https://svn.code.sf.net/p/gate/code/gate/trunk svn://svn.code.sf.net/p/gate/code/gate/trunk
gaul active No
